id,contrato_id,data_leitura,valor_kwh
931,129,2025-08-26,203.87
932,129,2025-09-25,251.92
933,129,2025-10-25,234.52
934,129,2025-11-24,210.69
935,129,2025-12-24,270.29
936,129,2026-01-23,202.53
937,130,2025-02-06,275.22
938,130,2025-03-08,257.16
939,130,2025-04-07,227.52
940,130,2025-05-07,226.27
941,130,2025-06-06,167.35
942,130,2025-07-06,229.8
943,130,2025-08-05,249.76
944,130,2025-09-04,205.65
945,130,2025-10-04,281.33
946,130,2025-11-03,277.42
947,130,2025-12-03,246.08
948,130,2026-01-02,228.47
949,130,2026-02-01,227.76
950,132,2025-02-06,149.51
951,132,2025-03-08,194.46
952,132,2025-04-07,148.88
953,132,2025-05-07,108.32
954,132,2025-06-06,196.64
955,132,2025-07-06,135.77
956,132,2025-08-05,116.23
957,132,2025-09-04,140.8
958,132,2025-10-04,142.5
959,132,2025-11-03,108.17
960,132,2025-12-03,75.26
961,132,2026-01-02,153.9
962,132,2026-02-01,161.19
963,133,2025-09-17,195.11
964,133,2025-10-17,131.82
965,133,2025-11-16,135.07
966,133,2025-12-16,137.83
967,133,2026-01-15,202.56
968,134,2025-02-06,140.6
969,134,2025-03-08,122.93
970,134,2025-04-07,162.02
971,134,2025-05-07,201.97
972,134,2025-06-06,141.63
973,134,2025-07-06,171.81
974,134,2025-08-05,179.48
975,134,2025-09-04,167.19
976,134,2025-10-04,220.67
977,134,2025-11-03,112.09
978,134,2025-12-03,178.69
979,134,2026-01-02,172.23
980,134,2026-02-01,180.65
981,135,2025-02-06,146.55
982,135,2025-03-08,178.21
983,135,2025-04-07,134.84
984,135,2025-05-07,177.03
985,135,2025-06-06,141.74
986,135,2025-07-06,189.07
987,135,2025-08-05,161.63
988,135,2025-09-04,233.02
989,135,2025-10-04,125.8
990,135,2025-11-03,151.02
991,135,2025-12-03,129.56
992,135,2026-01-02,108.09
993,135,2026-02-01,228.5
994,136,2025-02-15,129.93
995,136,2025-03-17,190.77
996,136,2025-04-16,199.81
997,136,2025-05-16,132.14
998,136,2025-06-15,205.89
999,136,2025-07-15,168.35
1000,136,2025-08-14,163.12
1001,136,2025-09-13,188.08
1002,136,2025-10-13,200.35
1003,136,2025-11-12,174.28
1004,136,2025-12-12,194.16
1005,136,2026-01-11,133.84
1006,137,2025-05-07,155.48
1007,137,2025-06-06,176.95
1008,137,2025-07-06,154.02
1009,137,2025-08-05,109.74
1010,137,2025-09-04,177.08
1011,137,2025-10-04,130.62
1012,137,2025-11-03,106.56
1013,137,2025-12-03,198.33
1014,137,2026-01-02,161.49
1015,137,2026-02-01,136.68
1016,139,2025-12-11,185.05
1017,139,2026-01-10,178.46
1018,140,2025-04-24,153.7
1019,140,2025-05-24,204.87
1020,140,2025-06-23,187.3
1021,140,2025-07-23,168.76
1022,140,2025-08-22,205.31
1023,140,2025-09-21,197.79
1024,140,2025-10-21,154.56
1025,140,2025-11-20,188.58
1026,140,2025-12-20,172.95
1027,140,2026-01-19,156.61
1028,141,2025-02-25,156.77
1029,141,2025-03-27,175.83
1030,141,2025-04-26,182.75
1031,141,2025-05-26,189.81
1032,141,2025-06-25,225.17
1033,141,2025-07-25,219.22
1034,141,2025-08-24,161.84
1035,141,2025-09-23,216.51
1036,141,2025-10-23,168.95
1037,141,2025-11-22,179.59
1038,141,2025-12-22,140.39
1039,141,2026-01-21,194.24
1040,142,2025-05-09,194.2
1041,142,2025-06-08,226.28
1042,142,2025-07-08,259.51
1043,142,2025-08-07,181.6
1044,142,2025-09-06,232.99
1045,142,2025-10-06,231.69
1046,142,2025-11-05,208.21
1047,142,2025-12-05,216.48
1048,142,2026-01-04,211.77
1049,143,2025-02-06,182.14
1050,143,2025-03-08,219.78
1051,143,2025-04-07,165.37
1052,143,2025-05-07,189.81
1053,143,2025-06-06,196.88
1054,143,2025-07-06,233.22
1055,143,2025-08-05,216.54
1056,143,2025-09-04,194.02
1057,143,2025-10-04,193.01
1058,143,2025-11-03,201.63
1059,143,2025-12-03,189.22
1060,143,2026-01-02,200.25
1061,143,2026-02-01,242.42
1062,144,2025-02-06,202.19
1063,144,2025-03-08,189.1
1064,144,2025-04-07,197.98
1065,144,2025-05-07,200.27
1066,144,2025-06-06,252.27
1067,144,2025-07-06,182.14
1068,144,2025-08-05,237.04
1069,144,2025-09-04,205.08
1070,144,2025-10-04,196.73
1071,144,2025-11-03,157.32
1072,144,2025-12-03,151.77
1073,144,2026-01-02,156.39
1074,144,2026-02-01,157.19
1075,146,2025-09-02,241.12
1076,146,2025-10-02,178.79
1077,146,2025-11-01,221.56
1078,146,2025-12-01,168.04
1079,146,2025-12-31,219.7
1080,146,2026-01-30,257.92
1081,147,2025-02-06,214.47
1082,147,2025-03-08,247.64
1083,147,2025-04-07,238.65
1084,147,2025-05-07,227.54
1085,147,2025-06-06,278.57
1086,147,2025-07-06,121.98
1087,147,2025-08-05,207.22
1088,147,2025-09-04,248.34
1089,147,2025-10-04,235.85
1090,147,2025-11-03,167.25
1091,147,2025-12-03,136.39
1092,147,2026-01-02,252.01
1093,147,2026-02-01,239.12
1094,148,2025-09-03,210.87
1095,148,2025-10-03,210.55
1096,148,2025-11-02,275.72
1097,148,2025-12-02,218.06
1098,148,2026-01-01,243.85
1099,148,2026-01-31,217.93
1100,149,2025-03-23,221.81
1101,149,2025-04-22,266.97
1102,149,2025-05-22,228.3
1103,149,2025-06-21,265.66
1104,149,2025-07-21,234.98
1105,149,2025-08-20,244.84
1106,149,2025-09-19,233.15
1107,149,2025-10-19,240.73
1108,149,2025-11-18,252.52
1109,149,2025-12-18,253.5
1110,149,2026-01-17,282.13
1111,150,2025-02-06,240.54
1112,150,2025-03-08,239.74
1113,150,2025-04-07,259.05
1114,150,2025-05-07,227.94
1115,150,2025-06-06,240.79
1116,150,2025-07-06,205.85
1117,150,2025-08-05,201.0
1118,150,2025-09-04,244.12
1119,150,2025-10-04,239.88
1120,150,2025-11-03,198.4
1121,150,2025-12-03,187.02
1122,150,2026-01-02,285.87
1123,150,2026-02-01,254.63
1124,151,2025-02-06,103.11
1125,151,2025-03-08,112.82
1126,151,2025-04-07,168.15
1127,151,2025-05-07,137.15
1128,151,2025-06-06,89.26
1129,151,2025-07-06,110.27
1130,151,2025-08-05,184.38
1131,151,2025-09-04,153.92
1132,151,2025-10-04,147.81
1133,151,2025-11-03,171.13
1134,151,2025-12-03,134.27
1135,151,2026-01-02,125.95
1136,151,2026-02-01,170.92
1137,155,2025-02-06,164.66
1138,155,2025-03-08,175.98
1139,155,2025-04-07,174.83
1140,155,2025-05-07,227.92
1141,155,2025-06-06,181.95
1142,155,2025-07-06,188.1
1143,155,2025-08-05,190.58
1144,155,2025-09-04,92.7
1145,155,2025-10-04,159.29
1146,155,2025-11-03,183.18
1147,155,2025-12-03,162.0
1148,155,2026-01-02,115.73
1149,155,2026-02-01,123.15
1150,156,2025-02-26,220.78
1151,156,2025-03-28,219.05
1152,156,2025-04-27,143.61
1153,156,2025-05-27,183.52
1154,156,2025-06-26,127.69
1155,156,2025-07-26,114.72
1156,156,2025-08-25,186.02
1157,156,2025-09-24,225.25
1158,156,2025-10-24,187.68
1159,156,2025-11-23,264.49
1160,156,2025-12-23,194.24
1161,156,2026-01-22,175.95
1162,158,2025-05-23,147.29
1163,158,2025-06-22,124.08
1164,158,2025-07-22,198.39
1165,158,2025-08-21,183.3
1166,158,2025-09-20,173.64
1167,158,2025-10-20,200.62
1168,158,2025-11-19,139.79
1169,158,2025-12-19,168.31
1170,158,2026-01-18,230.27
1171,159,2025-10-14,200.42
1172,159,2025-11-13,179.55
1173,159,2025-12-13,237.09
1174,159,2026-01-12,205.74
1175,161,2025-06-19,186.22
1176,161,2025-07-19,213.71
1177,161,2025-08-18,173.46
1178,161,2025-09-17,205.27
1179,161,2025-10-17,204.35
1180,161,2025-11-16,203.74
1181,161,2025-12-16,157.2
1182,161,2026-01-15,175.54
1183,162,2025-02-08,172.28
1184,162,2025-03-10,222.03
1185,162,2025-04-09,241.13
1186,162,2025-05-09,151.29
1187,162,2025-06-08,202.78
1188,162,2025-07-08,222.52
1189,162,2025-08-07,249.06
1190,162,2025-09-06,217.53
1191,162,2025-10-06,203.72
1192,162,2025-11-05,133.53
1193,162,2025-12-05,212.57
1194,162,2026-01-04,211.59
1195,163,2025-06-13,212.74
1196,163,2025-07-13,208.68
1197,163,2025-08-12,189.57
1198,163,2025-09-11,289.96
1199,163,2025-10-11,232.08
1200,163,2025-11-10,217.19
1201,163,2025-12-10,154.62
1202,163,2026-01-09,149.37
1203,164,2025-07-19,238.66
1204,164,2025-08-18,210.88
1205,164,2025-09-17,179.94
1206,164,2025-10-17,199.92
1207,164,2025-11-16,240.13
1208,164,2025-12-16,218.28
1209,164,2026-01-15,218.47
1210,166,2025-04-22,268.06
1211,166,2025-05-22,191.81
1212,166,2025-06-21,187.85
1213,166,2025-07-21,245.71
1214,166,2025-08-20,205.78
1215,166,2025-09-19,194.52
1216,166,2025-10-19,222.1
1217,166,2025-11-18,237.9
1218,166,2025-12-18,210.21
1219,166,2026-01-17,234.32
1220,167,2025-02-06,185.69
1221,167,2025-03-08,163.07
1222,167,2025-04-07,191.17
1223,167,2025-05-07,226.18
1224,167,2025-06-06,222.67
1225,167,2025-07-06,162.29
1226,167,2025-08-05,234.75
1227,167,2025-09-04,197.45
1228,167,2025-10-04,228.05
1229,167,2025-11-03,159.72
1230,167,2025-12-03,223.66
1231,167,2026-01-02,227.08
1232,167,2026-02-01,204.01
1233,168,2025-02-06,305.59
1234,168,2025-03-08,197.63
1235,168,2025-04-07,200.89
1236,168,2025-05-07,192.55
1237,168,2025-06-06,218.92
1238,168,2025-07-06,246.77
1239,168,2025-08-05,178.7
1240,168,2025-09-04,195.17
1241,168,2025-10-04,271.08
1242,168,2025-11-03,230.02
1243,168,2025-12-03,197.43
1244,168,2026-01-02,203.33
1245,168,2026-02-01,207.51
1246,169,2026-01-04,219.25
1247,170,2025-08-03,238.16
1248,170,2025-09-02,164.94
1249,170,2025-10-02,255.06
1250,170,2025-11-01,262.19
1251,170,2025-12-01,278.84
1252,170,2025-12-31,268.21
1253,170,2026-01-30,247.6
1254,171,2025-05-06,197.75
1255,171,2025-06-05,274.05
1256,171,2025-07-05,239.3
1257,171,2025-08-04,179.04
1258,171,2025-09-03,262.28
1259,171,2025-10-03,192.23
1260,171,2025-11-02,196.87
1261,171,2025-12-02,269.04
1262,171,2026-01-01,207.99
1263,171,2026-01-31,237.87
1264,172,2025-02-06,262.44
1265,172,2025-03-08,221.23
1266,172,2025-04-07,198.7
1267,172,2025-05-07,244.41
1268,172,2025-06-06,169.85
1269,172,2025-07-06,248.52
1270,172,2025-08-05,194.83
1271,172,2025-09-04,249.41
1272,172,2025-10-04,229.79
1273,172,2025-11-03,284.34
1274,172,2025-12-03,210.97
1275,172,2026-01-02,213.49
1276,172,2026-02-01,201.53
1277,173,2025-03-17,275.1
1278,173,2025-04-16,211.38
1279,173,2025-05-16,226.72
1280,173,2025-06-15,195.69
1281,173,2025-07-15,288.13
1282,173,2025-08-14,233.44
1283,173,2025-09-13,178.73
1284,173,2025-10-13,237.36
1285,173,2025-11-12,252.87
1286,173,2025-12-12,224.87
1287,173,2026-01-11,245.49
1288,174,2025-02-06,245.96
1289,174,2025-03-08,218.2
1290,174,2025-04-07,284.98
1291,174,2025-05-07,298.3
1292,174,2025-06-06,305.66
1293,174,2025-07-06,269.38
1294,174,2025-08-05,250.37
1295,174,2025-09-04,238.79
1296,174,2025-10-04,234.64
1297,174,2025-11-03,258.29
1298,174,2025-12-03,252.96
1299,174,2026-01-02,185.61
1300,174,2026-02-01,293.87
1301,175,2025-07-22,114.31
1302,175,2025-08-21,162.89
1303,175,2025-09-20,204.69
1304,175,2025-10-20,156.6
1305,175,2025-11-19,201.65
1306,175,2025-12-19,191.49
1307,175,2026-01-18,164.32
1308,176,2025-02-06,233.69
1309,176,2025-03-08,152.02
1310,176,2025-04-07,143.91
1311,176,2025-05-07,213.8
1312,176,2025-06-06,90.62
1313,176,2025-07-06,146.02
1314,176,2025-08-05,110.62
1315,176,2025-09-04,156.82
1316,176,2025-10-04,96.04
1317,176,2025-11-03,161.09
1318,176,2025-12-03,152.42
1319,176,2026-01-02,141.91
1320,176,2026-02-01,176.49
1321,178,2025-02-06,27.07
1322,178,2025-03-08,28.43
1323,178,2025-04-07,32.27
1324,178,2025-05-07,34.66
1325,178,2025-06-06,18.81
1326,178,2025-07-06,23.41
1327,178,2025-08-05,26.46
1328,178,2025-09-04,30.39
1329,178,2025-10-04,47.41
1330,178,2025-11-03,27.77
1331,178,2025-12-03,18.39
1332,178,2026-01-02,31.19
1333,178,2026-02-01,22.83
1334,179,2025-02-06,35.22
1335,179,2025-03-08,28.62
1336,179,2025-04-07,45.51
1337,179,2025-05-07,30.64
1338,179,2025-06-06,23.5
1339,179,2025-07-06,24.47
1340,179,2025-08-05,50.98
1341,179,2025-09-04,28.36
1342,179,2025-10-04,52.96
1343,179,2025-11-03,15.75
1344,179,2025-12-03,26.7
1345,179,2026-01-02,19.77
1346,179,2026-02-01,33.4
1347,180,2025-02-06,33.97
1348,180,2025-03-08,21.96
1349,180,2025-04-07,29.12
1350,180,2025-05-07,28.02
1351,180,2025-06-06,43.02
1352,180,2025-07-06,31.78
1353,180,2025-08-05,25.36
1354,180,2025-09-04,35.41
1355,180,2025-10-04,19.23
1356,180,2025-11-03,31.73
1357,180,2025-12-03,27.37
1358,180,2026-01-02,14.6
1359,180,2026-02-01,20.7
1360,181,2025-02-28,136.48
1361,181,2025-03-30,216.24
1362,181,2025-04-29,160.32
1363,181,2025-05-29,175.29
1364,181,2025-06-28,100.77
1365,181,2025-07-28,170.95
1366,181,2025-08-27,184.77
1367,181,2025-09-26,172.3
1368,181,2025-10-26,113.7
1369,181,2025-11-25,196.16
1370,181,2025-12-25,129.45
1371,181,2026-01-24,184.44
1372,183,2025-03-31,137.81
1373,183,2025-04-30,192.91
1374,183,2025-05-30,153.29
1375,183,2025-06-29,205.92
1376,183,2025-07-29,141.76
1377,183,2025-08-28,153.2
1378,183,2025-09-27,158.42
1379,183,2025-10-27,164.08
1380,183,2025-11-26,227.92
1381,183,2025-12-26,205.2
1382,183,2026-01-25,192.81
1383,184,2025-02-06,46.52
1384,184,2025-03-08,17.31
1385,184,2025-04-07,48.56
1386,184,2025-05-07,24.26
1387,184,2025-06-06,22.23
1388,184,2025-07-06,12.1
1389,184,2025-08-05,33.9
1390,184,2025-09-04,33.02
1391,184,2025-10-04,40.81
1392,184,2025-11-03,44.35
1393,184,2025-12-03,43.3
1394,184,2026-01-02,41.2
1395,184,2026-02-01,39.43
1396,185,2025-02-06,37.5
1397,185,2025-03-08,30.69
1398,185,2025-04-07,38.81
1399,185,2025-05-07,37.15
1400,185,2025-06-06,24.29
1401,185,2025-07-06,29.51
1402,185,2025-08-05,32.52
1403,185,2025-09-04,18.5
1404,185,2025-10-04,24.66
1405,185,2025-11-03,62.62
1406,185,2025-12-03,14.8
1407,185,2026-01-02,31.57
1408,185,2026-02-01,25.3
1409,186,2025-09-24,19.44
1410,186,2025-10-24,25.39
1411,186,2025-11-23,47.9
1412,186,2025-12-23,52.98
1413,186,2026-01-22,35.38
1414,187,2025-02-06,180.71
1415,187,2025-03-08,209.09
1416,187,2025-04-07,188.78
1417,187,2025-05-07,159.48
1418,187,2025-06-06,184.65
1419,187,2025-07-06,205.39
1420,187,2025-08-05,166.39
1421,187,2025-09-04,209.02
1422,187,2025-10-04,208.77
1423,187,2025-11-03,257.73
1424,187,2025-12-03,214.56
1425,187,2026-01-02,193.06
1426,187,2026-02-01,224.94
1427,188,2025-08-07,144.85
1428,188,2025-09-06,233.79
1429,188,2025-10-06,174.38
1430,188,2025-11-05,203.34
1431,188,2025-12-05,229.91
1432,188,2026-01-04,203.71
1433,189,2025-03-30,206.32
1434,189,2025-04-29,175.35
1435,189,2025-05-29,153.18
1436,189,2025-06-28,181.88
1437,189,2025-07-28,189.39
1438,189,2025-08-27,177.18
1439,189,2025-09-26,186.8
1440,189,2025-10-26,164.89
1441,189,2025-11-25,219.32
1442,189,2025-12-25,168.16
1443,189,2026-01-24,205.1
1444,190,2025-03-27,37.6
1445,190,2025-04-26,18.37
1446,190,2025-05-26,16.81
1447,190,2025-06-25,37.48
1448,190,2025-07-25,33.69
1449,190,2025-08-24,39.82
1450,190,2025-09-23,20.3
1451,190,2025-10-23,18.13
1452,190,2025-11-22,42.37
1453,190,2025-12-22,50.74
1454,190,2026-01-21,41.3
1455,191,2025-02-06,224.21
1456,191,2025-03-08,201.21
1457,191,2025-04-07,212.1
1458,191,2025-05-07,209.08
1459,191,2025-06-06,218.45
1460,191,2025-07-06,137.38
1461,191,2025-08-05,187.17
1462,191,2025-09-04,234.12
1463,191,2025-10-04,214.31
1464,191,2025-11-03,217.52
1465,191,2025-12-03,192.93
1466,191,2026-01-02,257.15
1467,191,2026-02-01,232.1
1468,192,2025-03-09,212.91
1469,192,2025-04-08,245.86
1470,192,2025-05-08,199.45
1471,192,2025-06-07,211.15
1472,192,2025-07-07,261.83
1473,192,2025-08-06,191.58
1474,192,2025-09-05,200.15
1475,192,2025-10-05,159.61
1476,192,2025-11-04,226.17
1477,192,2025-12-04,191.09
1478,192,2026-01-03,199.86
1479,193,2025-02-06,65.72
1480,193,2025-03-08,20.74
1481,193,2025-04-07,45.92
1482,193,2025-05-07,25.87
1483,193,2025-06-06,17.35
1484,193,2025-07-06,37.1
1485,193,2025-08-05,60.22
1486,193,2025-09-04,39.21
1487,193,2025-10-04,34.23
1488,193,2025-11-03,37.23
1489,193,2025-12-03,57.6
1490,193,2026-01-02,59.04
1491,193,2026-02-01,46.39
1492,194,2025-02-06,52.13
1493,194,2025-03-08,64.33
1494,194,2025-04-07,79.64
1495,194,2025-05-07,56.71
1496,194,2025-06-06,36.27
1497,194,2025-07-06,47.0
1498,194,2025-08-05,45.65
1499,194,2025-09-04,19.26
1500,194,2025-10-04,50.5
1501,194,2025-11-03,56.56
1502,194,2025-12-03,43.04
1503,194,2026-01-02,54.45
1504,194,2026-02-01,32.44
1505,195,2025-08-12,238.42
1506,195,2025-09-11,214.24
1507,195,2025-10-11,212.56
1508,195,2025-11-10,224.02
1509,195,2025-12-10,287.84
1510,195,2026-01-09,171.79
1511,196,2025-04-17,202.27
1512,196,2025-05-17,262.62
1513,196,2025-06-16,264.55
1514,196,2025-07-16,285.15
1515,196,2025-08-15,248.73
1516,196,2025-09-14,181.75
1517,196,2025-10-14,208.63
1518,196,2025-11-13,200.51
1519,196,2025-12-13,175.31
1520,196,2026-01-12,260.64
1521,197,2025-02-06,192.86
1522,197,2025-03-08,247.3
1523,197,2025-04-07,213.91
1524,197,2025-05-07,257.94
1525,197,2025-06-06,209.68
1526,197,2025-07-06,218.84
1527,197,2025-08-05,255.98
1528,197,2025-09-04,204.31
1529,197,2025-10-04,238.37
1530,197,2025-11-03,211.93
1531,197,2025-12-03,218.58
1532,197,2026-01-02,234.41
1533,197,2026-02-01,222.99
1534,198,2025-06-06,49.84
1535,198,2025-07-06,43.63
1536,198,2025-08-05,71.59
1537,198,2025-09-04,25.77
1538,198,2025-10-04,62.69
1539,198,2025-11-03,26.57
1540,198,2025-12-03,44.53
1541,198,2026-01-02,50.99
1542,198,2026-02-01,29.43
1543,199,2025-07-13,159.57
1544,199,2025-08-12,156.66
1545,199,2025-09-11,163.89
1546,199,2025-10-11,194.16
1547,199,2025-11-10,136.61
1548,199,2025-12-10,99.24
1549,199,2026-01-09,128.0
